Observer,Bird_Point,PointNum,Time,Site,Visit,Date,CloudCover,TempC,WindKm,Aou_Code,Distance,Detection,Flyover,Sex,
JSC,OAK13,13,930,OAKA,3,62914,10,22.1,16.3,CCSP,32,S,,,
JSC,OAK130,130,836,OAKE,1,60814,7,19,7.5,LCSP,23,V,,,
JSC,OAK130,130,836,OAKE,1,60814,7,19,7.5,BOBO,56,V,,,
JSC,OAK130,130,836,OAKE,1,60814,7,19,7.5,SAVS,65,S,,,
JSC,OAK130,130,836,OAKE,1,60814,7,19,7.5,COYE,60,S,,,
JSC,OAK130,130,836,OAKE,1,60814,7,19,7.5,SEWR,69,S,,,
JSC,OAK130,130,836,OAKE,1,60814,7,19,7.5,BOBO,78,V,,M,
JSC,OAK130,130,836,OAKE,1,60814,7,19,7.5,BOBO,76,V,,M,
JSC,OAK130,130,836,OAKE,1,60814,7,19,7.5,SAVS,57,S,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,WEME,26,S,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,SEWR,24,S,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,SOSP,17,V,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,SAVS,17,V,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,COYE,38,S,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,SEWR,32,S,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,SAVS,23,S,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,CCSP,34,S,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,CCSP,31,S,,,
JSC,OAK130,130,548,OAKE,2,61814,6,15,2.4,SAVS,29,S,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,CCSP,38,S,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,CCSP,45,S,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,SEWR,39,S,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,SAVS,27,V,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,WEME,96,S,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,WEME,85,S,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,CCSP,23,V,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,CCSP,23,V,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,SAVS,38,S,,,
JSC,OAK130,130,720,OAKE,3,70214,1,13.4,6.3,SAVS,56,S,,,
JSC,OAK132,132,815,OAKE,1,60814,6,18.8,8.2,CCSP,51,S,,,
JSC,OAK132,132,815,OAKE,1,60814,6,18.8,8.2,CCSP,48,S,,,
JSC,OAK132,132,815,OAKE,1,60814,6,18.8,8.2,SAVS,58,S,,,
JSC,OAK132,132,815,OAKE,1,60814,6,18.8,8.2,SAVS,63,S,,,
JSC,OAK132,132,815,OAKE,1,60814,6,18.8,8.2,BOBO,67,S,,,
JSC,OAK132,132,815,OAKE,1,60814,6,18.8,8.2,BOBO,73,S,,,
JSC,OAK132,132,815,OAKE,1,60814,6,18.8,8.2,EAKI,90,V,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,CCSP,26,S,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,CCSP,28,S,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,SAVS,31,S,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,SAVS,29,S,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,SAVS,34,S,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,COYE,36,S,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,SEWR,38,S,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,CCSP,34,S,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,BOBO,68,S,,,
JSC,OAK132,132,558,OAKE,2,61814,13,15,5.5,CCSP,22,V,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,CCSP,46,S,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,CCSP,47,S,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,SAVS,38,S,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,SAVS,36,S,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,SORA,94,S,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,SAVS,20,V,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,WEME,87,S,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,SEWR,57,S,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,COYE,71,S,,,
JSC,OAK132,132,710,OAKE,3,70214,3,13.3,6.2,BOBO,91,V,,M,
JSC,OAK134,134,804,OAKE,1,60814,5,18.2,6.1,BOBO,12,V,,M,
JSC,OAK134,134,804,OAKE,1,60814,5,18.2,6.1,BOBO,23,S,,,
JSC,OAK134,134,804,OAKE,1,60814,5,18.2,6.1,RWBL,55,V,,M,
JSC,OAK134,134,804,OAKE,1,60814,5,18.2,6.1,SAVS,33,S,,,
JSC,OAK134,134,804,OAKE,1,60814,5,18.2,6.1,CCSP,41,S,,,
JSC,OAK134,134,804,OAKE,1,60814,5,18.2,6.1,SEWR,60,S,,,
JSC,OAK134,134,804,OAKE,1,60814,5,18.2,6.1,LCSP,42,S,,,
JSC,OAK134,134,804,OAKE,1,60814,5,18.2,6.1,SEWR,31,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,SEWR,22,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,SEWR,27,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,WEME,35,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,SAVS,20,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,SAVS,33,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,SEWR,57,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,SAVS,29,V,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,CCSP,28,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,CCSP,39,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,WEME,23,S,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,SAVS,24,V,,,
JSC,OAK134,134,608,OAKE,2,61814,10,14.3,6.7,RWBL,38,S,,,
JSC,OAK134,134,651,OAKE,3,70214,2,12,1,SAVS,38,S,,,
JSC,OAK134,134,651,OAKE,3,70214,2,12,1,SAVS,40,S,,,
JSC,OAK134,134,651,OAKE,3,70214,2,12,1,SAVS,29,S,,,
JSC,OAK134,134,651,OAKE,3,70214,2,12,1,SEWR,36,S,,,
JSC,OAK134,134,651,OAKE,3,70214,2,12,1,SEWR,32,S,,,
JSC,OAK134,134,651,OAKE,3,70214,2,12,1,COYE,45,S,,,
JSC,OAK134,134,651,OAKE,3,70214,2,12,1,CCSP,56,S,,,
JSC,OAK134,134,651,OAKE,3,70214,2,12,1,WISN,64,S,,,
JSC,OAK134,134,651,OAKE,3,70214,2,12,1,WEME,69,S,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,EAKI,59,V,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,EAKI,37,V,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,BOBO,43,V,,M,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,SAVS,36,S,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,WEME,52,S,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,SAVS,58,S,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,COYE,61,S,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,COYE,73,S,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,SEWR,68,S,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,SEWR,63,S,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,LCSP,53,S,,,
JSC,OAK146,146,754,OAKE,1,60814,5,18,3.5,SAVS,41,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,SAVS,10,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,COYE,26,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,WEME,29,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,RWBL,48,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,RWBL,53,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,SEWR,28,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,SEWR,29,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,SAVS,30,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,COYE,34,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,COYE,39,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,WEME,43,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,LCSP,17,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,SAVS,22,S,,,
JSC,OAK146,146,619,OAKE,2,61814,35,15,8,SAVS,31,S,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,SEWR,61,S,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,SEWR,52,S,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,SEWR,56,S,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,SAVS,34,S,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,WEME,84,S,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,SAVS,47,S,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,SAVS,51,V,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,CCSP,52,S,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,COYE,58,S,,,
JSC,OAK146,146,642,OAKE,3,70214,3,11.4,6.4,LCSP,21,S,,,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,LCSP,25,S,,,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,WEME,53,S,,,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,SAVS,46,S,,,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,COYE,71,S,,,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,SAVS,23,V,,,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,CCSP,61,S,,,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,BOBO,98,V,,M,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,LCSP,22,V,,,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,SAVS,36,S,,,
JSC,OAK15,15,557,OAKA,1,60714,70,13,0,LCSP,41,S,,,
JSC,OAK15,15,842,OAKA,2,61714,8,20.1,8.7,COYE,28,S,,,
JSC,OAK15,15,842,OAKA,2,61714,8,20.1,8.7,SAVS,26,V,,,
JSC,OAK15,15,842,OAKA,2,61714,8,20.1,8.7,SAVS,17,V,,,
JSC,OAK15,15,842,OAKA,2,61714,8,20.1,8.7,WEME,49,S,,,
JSC,OAK15,15,842,OAKA,2,61714,8,20.1,8.7,SAVS,38,S,,,
JSC,OAK15,15,842,OAKA,2,61714,8,20.1,8.7,CCSP,36,S,,,
JSC,OAK15,15,842,OAKA,2,61714,8,20.1,8.7,SAVS,18,V,,,
JSC,OAK15,15,859,OAKA,3,62914,40,22,18.5,SAVS,52,S,,,
JSC,OAK15,15,859,OAKA,3,62914,40,22,18.5,SAVS,60,S,,,
JSC,OAK15,15,859,OAKA,3,62914,40,22,18.5,SAVS,4,V,,,
JSC,OAK15,15,859,OAKA,3,62914,40,22,18.5,SAVS,16,V,,,
JSC,OAK15,15,859,OAKA,3,62914,40,22,18.5,WEME,73,S,,,
JSC,OAK15,15,859,OAKA,3,62914,40,22,18.5,BOBO,91,S,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,SEWR,1,V,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,SEWR,32,S,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,SEWR,42,S,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,CCSP,38,S,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,SEWR,46,S,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,BOBO,89,S,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,SEWR,53,S,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,SAVS,27,S,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,CCSP,35,S,,,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,BOBO,48,V,,M,
JSC,OAK151,151,531,OAKF,1,60814,2,7.5,2.4,SORA,92,S,,,
JSC,OAK151,151,833,OAKF,2,61814,50,21.4,8.6,SAVS,28,S,,,
JSC,OAK151,151,833,OAKF,2,61814,50,21.4,8.6,CCSP,46,V,,,
JSC,OAK151,151,833,OAKF,2,61814,50,21.4,8.6,COYE,48,S,,,
JSC,OAK151,151,833,OAKF,2,61814,50,21.4,8.6,COYE,78,S,,,
JSC,OAK151,151,833,OAKF,2,61814,50,21.4,8.6,WEME,83,S,,,
JSC,OAK151,151,833,OAKF,2,61814,50,21.4,8.6,BOBO,94,S,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,WEME,81,S,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,CCSP,45,S,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,CCSP,53,S,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,SAVS,41,S,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,CCSP,28,V,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,SEWR,50,S,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,SEWR,54,S,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,EAKI,53,V,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,SAVS,30,S,,,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,BHCO,90,V,,M,
JSC,OAK151,151,828,OAKF,3,70214,2,17.5,6,SAVS,30,V,,,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,RWBL,25,V,,M,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,COYE,23,S,,,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,SAVS,33,S,,,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,SEWR,52,S,,,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,SEWR,33,S,,,
JSC,OAK160,160,541,OAKF,1,60814,2,7.6,0,SEWR,46,S,,,
